location_id,occupied_slot,waiting_to_be_charged,estimated_time_to_charge,station_id
19,"['c531d593-6391-41f0-ba3f-bdba4f4ba1d1', 0, 0, 0, 0]",[],"[np.float64(231.80719289073235), 0, 0, 0, 0]",fa5e68de-5bda-4323-aeeb-2c6d9c64ffd6
172,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",f02f5570-86cc-4007-a178-6a9edf155ed8
99,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",bae6bb3f-b1b7-4e13-bc85-bc755afb2a23
71,"['3c777baf-6f08-4cfb-bda6-5a0f9f335317', 0, '2b52eeac-0bbf-423f-acf8-9fdef39be811', 'efdd3ef1-98e8-41be-94b6-bf113e4824bd', 'f58a6658-371b-4366-a61e-264c7e1974f4']",[],"[np.float64(92.32718808565892), 0, np.float64(143.45438645479112), np.float64(187.35993882474253), np.float64(221.90491038178098)]",aa195620-8250-4458-8898-87750abf90e4
48,"['fa4df6fc-104f-4f36-a275-8923943d3afb', 0, 0, 0, 0]",[],"[np.float64(2.9301164585724564), 0, 0, 0, 0]",62ec5d45-019b-409e-954d-bd5249d9cf00
197,"['6c7d9189-0dc9-47f2-a330-ad9701c7b4fc', 'fa6d32ce-61b8-4d48-bf87-2554923d255c', '7c74ec98-c687-4c41-b3a3-6498de1509f3', 0, 0]",[],"[np.float64(69.16944681804259), np.float64(81.32656105747452), np.float64(133.88557115273568), 0, 0]",a07ce8a8-9b06-4d0a-8679-03187610f082
79,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",0e414332-fc7b-4a08-8ecb-6e9eabf97e3f
11,"['9b8fe30a-49f2-4dcc-9601-8b91cb87a8a6', 0, 0, 0, 0]",[],"[np.float64(107.21102619509935), 0, 0, 0, 0]",65dd481e-b6a2-48ba-8c2e-db8edc545264
69,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",63875619-10c5-4781-ba24-5ed82a18eab1
80,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",1af76857-92ba-4885-af8d-9caf5f7ec64e
225,"['3903f3b2-875c-48c8-97ec-6330be46d6cc', '4addb3c5-416a-4ddd-8fb1-29b19d10fc39', 'ee08883b-1473-4288-a35f-2eeb9105bf3a', '589565f3-ba68-4eda-adfc-578c36fff268', 0]",[],"[np.float64(263.1277923372526), np.float64(191.0797117467354), np.float64(271.22456449941274), np.float64(277.58073955291445), 0]",f7a1a248-2a44-4ba3-9ba0-c3aaa8e918cf
249,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",b251e4e5-241f-4d81-a619-1ad50bb6f258
132,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",d09ad5d8-3000-422b-8e6a-3c43f6980d26
135,"['b38b3ba3-9d42-44a1-86a1-a5642af6a371', '27928a9f-d84d-41ff-a446-25568a74975d', 'adada38a-87a5-4944-af87-4bbc3d1fee39', '052f9ba6-0462-4062-addd-e446fd7ee7cb', 0]",[],"[np.float64(206.71942221475496), np.float64(17.35842121318035), np.float64(158.0541727750335), np.float64(173.73885425015519), 0]",9c048605-fd66-40fb-959a-12405e31c4ab
138,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",8e233c27-9feb-4e00-a014-bbe6bc4f9436
247,"['e5c4e9fb-cc82-40ec-911b-1e1f3e750a47', 0, 0, 0, 0]",[],"[np.float64(25.11952319582838), 0, 0, 0, 0]",0d56e521-2eb6-45a8-9c5a-844054bb35bd
208,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",6c739a52-4ce8-4caf-bc81-2190e1497328
64,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",20615d72-af16-49e6-af33-a45c0149b12b
67,"[0, 0, '05c874b3-ba2b-4060-a02a-a4d9d9463c05', 0, 0]",[],"[0, 0, np.float64(17.567413618165972), 0, 0]",aba6c449-2e08-48e7-af4f-e83ff8eac444
