location_id,occupied_slot,waiting_to_be_charged,estimated_time_to_charge,station_id
121,"[0, 'cfa38058-c9ea-4faf-ae37-4e07e3a45a22', 0, 0, 0]",[],"[0, np.float64(33.26152176142136), 0, 0, 0]",027a22c0-1ded-4299-bce8-904041b54d2f
71,"[0, 'bb2557aa-21d0-4111-b01b-7c9770e9593e', '99ed23e0-b4bb-4535-b8e0-c8b610047d84', 0, 0]",[],"[0, np.float64(148.2595587008674), np.float64(212.06935873081164), 0, 0]",345ff967-bad7-40d8-b1aa-389de0587467
101,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",cdcec248-6d23-498a-9067-a414dfa6667e
237,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",fa3a0df3-bd3e-4a5d-aa3d-acb74a8e8330
75,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",53cc2bd8-c584-4739-9c9f-aef875ae77c8
141,"[0, 'ff7d6eca-6305-4694-aeee-b1f1b1bb5195', '4e91243c-539e-42b7-8456-3212d9483c69', 0, 0]",[],"[0, np.float64(116.38374218185356), np.float64(134.5486995131099), 0, 0]",03711894-9376-4734-8787-b6ae3b0335a6
39,"[0, '1a6dbd27-702b-4a91-9bb1-c15819fa02d1', 0, 0, 0]",[],"[0, np.float64(71.33780801210108), 0, 0, 0]",346155d4-96ad-481d-b1d8-05b242dacd57
54,"['9bf9f885-7ab0-42c2-b83a-bb2c6c5ca03d', 'b5a8db7b-0721-4862-9862-e63fa598226a', '6e205b6b-c95e-49a7-aa32-0a5c951ccbbb', '1e7c79ac-537c-4140-a79b-144dcb1a5f8d', 0]",[],"[np.float64(136.09019915738844), np.float64(294.92657286482626), np.float64(21.254903306061976), np.float64(38.05297197662992), 0]",885931a5-d1d0-47d1-99e1-eec8536aa232
6,"['85ad4e0d-e269-4fde-8ac0-35885f8fd110', 0, 0, 0, 0]",[],"[np.float64(277.5376146347784), 0, 0, 0, 0]",538dc690-21e4-46ff-9596-a8315a7bc67b
19,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",0a6d57cb-59e5-42a4-91cb-e5bd173bb26e
