location_id,occupied_slot,waiting_to_be_charged,estimated_time_to_charge,station_id
112,"['a7a35eef-1abd-4a06-a1c8-b19534c0d7df', '3f987fc8-583a-437c-b09c-43b7e1c371bf', 0, 0, 0]",[],"[np.float64(102.57199385482181), np.float64(204.60314075386066), 0, 0, 0]",3497b0ba-c78c-46e1-b8f7-886a5166f16b
125,"['637c9af3-681b-4ffe-a351-8ae3cbaf7265', '58c1f6d5-249b-465d-89e3-024e41e945bb', 'b1c5dcc9-7d31-4125-a109-a90aeeefbc98', '388e38a1-5bc3-484e-82e7-92fd18a33467', '7b0a2b24-29da-4892-a7dc-f8c0538596d9']",[],"[np.float64(70.39838911110837), np.float64(88.92654311370995), np.float64(119.47230550871205), np.float64(126.727524464331), np.float64(144.30184764459113)]",2efea76f-112f-4a70-8cd0-8f426cee3a8f
135,"['eb48a0f5-0587-495f-bdc6-4268461d3ab2', '22cfaeef-35af-49ac-8b07-d0eab5b3ef0d', 'ecf01384-d0e5-4243-ab6d-08e80eb34fcf', 0, 0]",[],"[np.float64(47.17162987820754), np.float64(91.0199558468131), np.float64(83.07221027583932), 0, 0]",9a37de92-dae8-457b-ae7c-cf4f4cbd0d4f
66,"['0782794f-8047-472a-8658-37c36b2c7fca', 0, 'e67db5cf-8081-4828-a757-48ed52adbfc9', '553978c6-a4e6-4b5c-a653-534520f50627', '58706f57-0e30-4226-8840-63e217b0b9e0']",[],"[np.float64(136.88752636117164), 0, np.float64(3.4457309728527434), np.float64(10.059114819133129), np.float64(183.3709973182383)]",7349eeca-126d-4ffa-8a2f-5aa111852098
209,"['d1bce3bd-1295-4778-b405-f042b183a2f4', 'cf4b9615-9744-4d13-a0f6-a6e19b072a08', 'c18598b3-4580-441a-9c7a-d345b57a0a77', '2096871f-57dc-4584-b936-461ea7f71e55', '3cf9ef7a-d9d1-4872-a31f-d5e9af2ada8a']",[],"[np.float64(146.39971955902115), np.float64(143.89430824990598), np.float64(240.75870768550863), np.float64(242.3160070488586), np.float64(243.30681249508893)]",d1c76409-028b-49ae-a8e5-f694ed97eb85
200,"['877d55c1-1bff-49c4-ad5c-45250c2386b9', 0, 0, 0, 0]",[],"[np.float64(194.80775115020344), 0, 0, 0, 0]",6a42ce73-506f-4953-9b1f-3af7e2ae7064
251,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",6ca0053b-914d-401e-8549-1be98a659d2e
30,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",f33d7cdd-8238-4c53-8adc-775bc0e44d98
152,"['0c9219ad-04d4-4339-a43e-f2e3cef49b27', '270f55ab-f7e7-48b3-af13-8769aca7af7b', '663982b6-dafa-4108-9514-134ca6f789e3', '8cb40359-56b4-4565-a6c4-19e6feb77667', 0]",[],"[np.float64(38.112510486041856), np.float64(191.46821924916708), np.float64(225.48713574204348), np.float64(231.964186170175), 0]",2ffa1184-f87c-4b88-be8d-435b12192095
229,"['4f28f7ed-d869-44c0-88d7-757e0e9f1226', 'c4038d44-07d7-4714-9354-7dac7e278527', '7b89c686-c911-4147-8340-1c49d9434bfe', '024dc489-b14d-405e-89da-9b7119e26eed', 0]",[],"[np.float64(210.36083462302616), np.float64(216.2120175632442), np.float64(233.10689907490155), np.float64(234.44527845910784), 0]",fc9a3514-193a-4d24-a1c4-3e6c6d62836a
126,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",8ccc0d2f-1404-4cb5-b975-dbe49acb5de0
225,"['376ced0a-fb70-43f3-9af4-d6d7f4cc8a7c', 'b109ee63-eff2-48a0-9b56-d1c2950e27d1', '81bb0f51-ceab-467e-8cd0-aa4d6b24249f', '52103e66-485b-4d47-8f48-439e228d906f', '1333df50-bce7-4802-bc0e-c7db07c291a9']",[],"[np.float64(243.20308147981115), np.float64(114.27635028540686), np.float64(129.58370755526957), np.float64(189.38713128054326), np.float64(249.76204491302093)]",5de8da14-c4eb-4f06-b146-34d8a9a831dd
198,"['dce260ef-9fbe-46b7-825e-097b8e4b4281', 'f4e68c84-f5bf-4934-b9d6-b0f2d703ebcb', 0, 0, 'b37767ed-5962-43f4-ab42-6154ae97f478']",[],"[np.float64(110.01194255829645), np.float64(266.5574403620709), 0, 0, np.float64(64.07650461537554)]",40de1bcc-2dea-4e68-95cf-652a9e7e5004
204,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",d46bbe1a-7564-421b-a27f-89162b1cf81a
1,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",b24f15f4-ac05-4aec-a026-6f472bdee122
56,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",54b56430-8792-4572-bdc1-8908825af690
68,"[0, '89903f99-1acf-4dc0-99dd-7ee90aef68d2', '966f61b5-8326-4a2d-9371-9ce76e1351aa', '78e8bd78-3ffc-4b34-8c3b-12d45b752cd8', 'f0f89984-2cee-4b7d-abef-62e5bb2cfff8']",[],"[0, np.float64(37.16765024380675), np.float64(60.73729471770787), np.float64(71.3366903911135), np.float64(94.19332879616229)]",f7575894-9f84-4213-be3f-27a64dd4caf4
38,"['07a134d6-3b50-42b5-9cc9-033f0003a9ec', '25a8f92b-2ae7-4bb0-b0a7-7ede4e742194', '9c9c2ac6-0adb-479f-a15d-de0f238b5394', '9a7711f5-471d-4e7e-8a68-31714153d0c1', '463d6e9e-9b19-4cd0-b79a-1db98675e638']",[],"[np.float64(21.55963368694512), np.float64(124.35557964659134), np.float64(122.49206608413147), np.float64(182.2833866756859), np.float64(238.45548055269376)]",c3ca8173-d469-4bf8-b691-8c47e0524d4f
248,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",f2352d5e-22d5-4d12-a4ab-50875d6102a0
91,"['a2466f66-2d00-4ce1-9ec8-be029c4dd3a1', '94be4a80-a5af-47e5-b975-24f6822f92fb', 0, 0, 0]",[],"[np.float64(73.95168137687239), np.float64(280.54733142944855), 0, 0, 0]",76648d2f-4d08-47e3-af6d-a87218dabf59
69,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",38fb88c1-6424-4106-85cd-7eff8a6bffb0
117,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",6667e32d-22c4-4647-bb83-d2e554873795
136,"['f91b039c-ad49-4091-802f-761e033fb536', 0, 0, 0, 0]",[],"[np.float64(277.43297286455123), 0, 0, 0, 0]",8ef43f83-0ccc-4f90-ac70-fbedf6a8bf3c
65,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",19ac19e4-c70c-423d-bd11-2806ccd75168
112,"[0, 0, '77dcfbe2-62b1-445d-9687-1fed8d246d56', 'e6b119e4-b798-483b-9bac-32ac7f4e6ca1', 0]",[],"[0, 0, np.float64(11.330767278453777), np.float64(110.91503075314523), 0]",061e158f-b395-46be-ba89-04a77c26eeef
146,"[0, 'cdb51aaf-750d-4b9f-a531-d66c52fd1516', 0, 0, 0]",[],"[0, np.float64(195.6125082380566), 0, 0, 0]",81b9f525-8919-40e1-b9c8-103fc7e2b849
98,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",9f353e0f-fdcb-4607-9ed4-9b1105aed201
69,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",3683aa38-61ef-4732-b9e0-317a24df1f77
17,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",31b58ba3-a817-4ee4-b9ec-929887a7449b
165,"['7d6a51b5-8c61-4d73-8239-a640fc782ee7', 0, 0, 0, 0]",[],"[np.float64(218.37753015711877), 0, 0, 0, 0]",a8f7d807-2224-45f0-94e4-b44676bf1346
170,"['7292727f-acbf-448d-9e84-857383e49e03', 0, 0, 0, 0]",[],"[np.float64(71.6830173177251), 0, 0, 0, 0]",c2790390-76f2-4abc-aec8-cc312600427f
101,"['1d745a9b-61f7-4b37-aa8d-3648753f30d0', 0, 0, 0, 0]",[],"[np.float64(286.61649199533514), 0, 0, 0, 0]",5523a79c-c9b2-4646-809d-9745c81637e8
13,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",f1b7d18b-a500-43ca-bbf0-7fbc976ab693
208,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",40e49d28-d900-4241-83a7-5c7538a7bf11
135,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",f841f6f3-b744-479a-b28f-57e9c0b93b33
15,"['504cbc53-f634-419f-8bcd-5631fb99c487', 0, 0, 0, 0]",[],"[np.float64(31.897268902596238), 0, 0, 0, 0]",29802796-beba-44b4-8b7a-1c24205ebd7b
169,"['8d6b92fc-4378-45be-99f2-d2822e2602ef', 0, 0, 0, 0]",[],"[np.float64(183.11452639302433), 0, 0, 0, 0]",bcb56fb3-810f-48b1-b03a-174d042c0e40
169,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",2daef155-4b45-458c-a2fe-84eedc96fe0b
152,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",84125c97-0498-410f-879d-685307e3dbdf
146,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",9915bf47-e753-4fd3-abc0-bbccadb3cf99
33,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",42317feb-ea4f-45fa-9c08-e11864fc616b
37,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",d0a31d83-6978-43cf-b394-5abe2be20884
127,"['1952dcd9-3296-4393-91a9-02e5e9c23b92', 0, 0, 0, 0]",[],"[np.float64(86.3226080707849), 0, 0, 0, 0]",729d9b5a-07d5-4489-8688-0d673d41037e
95,"['c0028ffe-e6d9-4633-9fa4-cbb5d79ab597', 0, '14480b6e-4b60-4de0-abb6-c8b73dae6ffd', '799da045-ab8a-4990-aa67-3b8b8f8241b5', '2e3a8fca-e98d-4c06-b71e-e71185c95496']",[],"[np.float64(176.03763970450387), 0, np.float64(94.99549838537905), np.float64(107.319517650754), np.float64(8.955239835883503)]",25c71b7c-b17d-48f0-80d4-24142062fd09
213,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",8a386bdd-3b18-4e4a-859c-75ed8226afac
209,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",afc1ffae-49f1-4ae6-940f-bb7d215c3d77
113,"[0, '8199cf1f-f121-4a2e-adfb-098c3339859f', '04df8cb5-c103-46c4-9ec1-61b396efa007', 'd89c2149-21fb-4966-a1bd-2cdd11057b15', '06146e0c-6d43-40e2-9f7a-d70ac71e7878']",[],"[0, np.float64(4.358080147265014), np.float64(79.86661545252122), np.float64(153.23850584752446), np.float64(196.09487029250354)]",66aea132-e3d9-41d9-9be3-1db446b4761d
218,"['a11faade-bbbe-4490-a73f-ea638838440f', '34c2e8b0-2d9d-4eea-a010-49ba30a8da3e', 0, 0, 0]",[],"[np.float64(81.22441362926466), np.float64(150.16585828200448), 0, 0, 0]",989bcf3a-8bbc-42cc-b3dc-c616298f2a27
206,"['dc0df217-2d8a-4278-a6ec-79d6195be867', 'a6da6453-3c2d-4182-9bae-6f7b6f838b46', 0, 0, 0]",[],"[np.float64(273.2635673194361), np.float64(103.16573602064503), 0, 0, 0]",5fe9e34d-ee13-47c6-89c4-e48d647d22d1
6,"[0, '85f0b344-a9bd-43d1-af84-f8efb7e668c6', 'b86493b9-f81b-4937-baf7-1d9546928718', 0, 0]",[],"[0, np.float64(92.47843460809133), np.float64(211.3745029133203), 0, 0]",0ef60998-e170-4581-896d-4c0f5bdc7811
248,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",0d27c91e-3c38-4b54-bbb2-0f2aca594104
260,"['a6f9ea99-7567-4d3c-98f5-e68f0b355bb4', 'a72658d1-e89c-437f-bbb6-5cc96f477ad8', 0, 0, 0]",[],"[np.float64(6.70438853342489), np.float64(16.599331257789572), 0, 0, 0]",35c3f168-7d06-43d2-9be7-f4b536d5f59f
25,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",8cf1dcf3-416e-4973-8c18-f75930cb48ba
72,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",bb2b2935-a901-4052-ae6e-abb2c015a732
7,"['56afe0b5-4264-4cfa-807e-8d2b6780772c', 'ad4c1560-a953-4eef-a446-6f3f63f5b92e', 'a6432173-e27d-4b66-b6d0-f9fb03dc35de', '2c15df6b-9eb7-4871-bfa9-5716472edecd', '64ecb66e-fd63-4cb1-be5c-8c089df8d6b4']",[],"[np.float64(143.11284635972652), np.float64(108.32491498738429), np.float64(202.10478300206066), np.float64(78.813305818625), np.float64(97.34023342817989)]",a28853fd-6cf1-4d15-b5e7-c50aa7570353
111,"[0, '42c5d35b-26c6-4d17-91c1-ffa816731739', '2fb6a88f-ce2a-446c-b325-8ebb012891f9', 0, 0]",[],"[0, np.float64(117.77283596772747), np.float64(177.62706268720456), 0, 0]",877a02f6-af16-483e-afba-cc561e53ff7b
89,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",0706552a-72d1-42b7-a61e-39f7c0654f69
199,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",8c542a1a-0adb-4141-b08a-310cc6246798
11,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",46bcf0d4-6b93-45a7-ba38-0a9e36d8d0ed
90,"['5b58deee-41ec-4a1c-b211-cd522d568153', '3fa937e5-e5c0-45a8-9bc1-926cf76aea88', 'beed7dc7-b952-4952-aa84-6182ed823b11', 'f2284baa-3599-48e9-9222-c95b928001be', 0]",[],"[np.float64(83.27272898125722), np.float64(168.5728490328022), np.float64(201.45674175273405), np.float64(230.0109448012593), 0]",73e798d1-500b-4867-b9d1-b3b97124faad
12,"['9439e576-d3ca-49c5-8ba3-0478e910f898', '775676c5-9e33-43da-8ee8-bedbb170b903', '15824cff-ed91-4d6d-a651-a900e0f39a42', '45208a46-21ca-4cc6-af8b-4fee5fabace8', 0]",[],"[np.float64(127.11117141914121), np.float64(173.1959909342744), np.float64(220.70350283686855), np.float64(225.98420329195932), 0]",22505287-b3bb-4c90-847f-5ff5f0e8afbf
101,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",702382f2-83ee-4ea4-ac11-5158725ba767
77,"['ae6c2217-ffce-44dd-86d2-a367dce9fe4a', '8016820a-465f-4fe0-a3e4-6804b538598d', 0, 0, 0]",[],"[np.float64(221.68814586892236), np.float64(130.45080851307534), 0, 0, 0]",e85dab9f-91c5-492f-8a68-f235b10b2a3d
120,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",8f252f1b-17e1-4f78-90f8-ac09d3767028
91,"['c7eab5d5-cecc-4f42-9dd6-c4c8a033da60', '7517d76b-53b6-41fd-a77c-6e7dbe0ea72f', 'afda4e83-ed5b-4edb-8c1d-1e880964c9a3', 0, 0]",[],"[np.float64(11.66414131594263), np.float64(24.325732096237118), np.float64(29.047859057723826), 0, 0]",a5075cb2-2a5b-4c2a-bb46-4431af60fa7f
22,"['ecb56569-9aaa-49c1-b1d8-4e46a9d05f95', 'b41ccca1-7569-4bae-a8b8-99a4689a4009', 0, 0, 0]",[],"[np.float64(138.75614731217962), np.float64(273.6191785970214), 0, 0, 0]",07fba1f5-7644-4434-bc1b-ea300e95110a
53,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",9da7c20d-6965-4270-b5c7-525fef83599a
95,"['5d74a97c-0dac-4448-974d-560b4d4f4973', 'ddc45680-3f22-412f-93b1-147ec28295de', 0, 0, 0]",[],"[np.float64(23.347259952830427), np.float64(170.6147426082903), 0, 0, 0]",8aa021bf-abed-487b-9b6f-0488262116eb
49,"['41f0ef4b-f3b1-4e88-baef-0457b5046510', 'b95dfec7-0553-4465-a2f4-014865eed74a', '7c75b849-6d61-42f5-8aa1-283371da83ca', 0, 0]",[],"[np.float64(103.96166529701281), np.float64(13.9421558984439), np.float64(52.45328739863169), 0, 0]",40ccbd53-1f04-47bf-85b1-9603de73e9ed
170,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",29979312-3ad5-48cc-b789-269765b9f995
169,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",cb1d5d1c-9b48-4023-9697-1cf91d4ed0e3
56,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",1aaa7c0f-3829-41f0-9126-70964cd1a53d
181,"['cc388ed8-190b-429c-85e7-cf808e42e208', 0, '3b709d02-a3b4-4175-bbec-252b7a1eee6d', '64870089-2db6-46b1-8e0d-51bc2064dca7', 0]",[],"[np.float64(171.13209300117694), 0, np.float64(173.55067017595752), np.float64(179.9331496580212), 0]",40e8e6bc-dafc-4b30-a15b-053f3b196304
227,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",9ec53a5a-4c3a-4644-b2af-be7a40e35213
10,"['9fffd5d0-4acc-48e8-b79e-fffbaf9ebd74', '5eda9b4d-e1b8-436d-b8e4-32c12572bf0b', 0, '202814cc-3131-48f0-a936-37482948faa2', 'dd8897ff-cadf-4e4a-9061-01d154fd943b']",[],"[np.float64(8.523260400118147), np.float64(71.8764162602611), 0, np.float64(30.410616341487525), np.float64(118.2111190904817)]",f5498d8f-6e4f-4d48-8398-165b2fc55766
110,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",6d39c9fa-8638-4d4b-9dbb-96dad1d6bfc8
220,"['21ea7a62-7bc0-45e6-88f4-56d88f57fe19', 'f3909ef9-f857-450b-8638-d512fdb85362', '0db31d68-2ecb-4fcc-9362-72f9b020df4b', 'c08f5319-c300-4580-889c-2304f91a39c1', 0]",[],"[np.float64(184.15928147243758), np.float64(176.36841582026), np.float64(182.92918200230744), np.float64(219.28797173032865), 0]",4cbcab46-5d96-4ada-8caf-7a3b2100a642
79,"['5140308f-cc61-4abb-a197-1df9c5c06d71', 'b903f3d8-936e-49ed-9672-96c41f77065d', 'bf7e355b-c212-4796-9691-8bab84cfa7fe', 'dd80df49-7c2c-4610-8543-5cfadbc4de34', '4f6494e1-1c81-46bc-a7a4-070b77c7fcd5']",[],"[np.float64(9.489503715767398), np.float64(41.564596622876536), np.float64(82.01085094041943), np.float64(126.75812112235187), np.float64(193.26271126174234)]",2e1c4cf5-7b71-462a-9936-ef74d2d43893
1,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",13d6dd1d-9cdc-4f28-8edd-97644c98ccc8
137,"['039389d6-f52d-4b81-8943-38114389d45e', 'f3784abc-495e-4082-bf16-56a40c68a02f', 'beccd28e-b5ed-4845-95cb-71a1a7a0c26a', '8db678bb-a048-4c9b-8142-d8f7d23a0f25', '798a464b-9720-42bd-a180-42a5b4eab225']",[],"[np.float64(8.628009921644491), np.float64(229.191453685346), np.float64(233.00633548503254), np.float64(238.6234650029708), np.float64(262.47113523777944)]",1e1dd1b2-91ad-495c-a4df-63aea3ee73f6
190,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",db614e04-f0ed-4946-942e-c4c78d310e99
245,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",14b5e83e-2f8c-432c-a372-ee0de81cd42c
107,"['df8deea3-c712-4d8a-a7c2-e3df05dc3be7', '23b539bc-8ab9-487a-b3bb-4d6e62f4d25a', 0, 'd233382d-6ad4-4854-96cb-eed6a12761f0', '407fb9b4-237e-4489-9bfb-d785d1755ec6']",[],"[np.float64(27.974137381156424), np.float64(77.3356879209033), 0, np.float64(31.312202728247826), np.float64(83.98889913588715)]",3b365095-2bda-4652-b5a3-1729b15ff420
198,"['de1ef1db-6a36-41d8-b274-474ccd7d0334', '304b6ab3-6cf6-4ea5-acae-5b201a5e824c', '3bb280da-b643-4d46-a531-29174f79cdc1', 0, 0]",[],"[np.float64(104.77628026515342), np.float64(138.87731800314677), np.float64(140.13952904493576), 0, 0]",a75a768d-c2bb-40d1-9b1d-fbbc8d204a0f
164,"['3d8c3869-b285-419b-a4fe-283b0fd18a45', 0, 0, 0, 0]",[],"[np.float64(34.49061350169541), 0, 0, 0, 0]",108e715b-3ca9-494b-9367-5b03a0881c69
236,"['51849590-93b5-4593-b823-d72338b02c1a', '8fee7eb8-094f-479b-bd48-1539f9eeedee', 0, 0, 0]",[],"[np.float64(15.395566164404158), np.float64(40.05952275954138), 0, 0, 0]",a1722efb-9819-48f0-b185-455b1601589f
120,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",9683471e-e67c-4068-998a-cef38f510ad6
221,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",f0bb04e7-cf77-4a80-9dc5-6b5eab53841c
27,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",d93a6dcb-24fe-4941-a463-297aa6ec18a3
